pressure_level,latitude,longitude,valid_time,number,cc,r,crwc,t,u,v
1000.0,13.55,-74.5,2024-02-18,0,,,,,,
1000.0,13.55,-74.5,2024-02-19,0,0.0,83.59007,4.4061673e-07,25.71039,-10.09763,-1.9856021
1000.0,13.55,-74.5,2024-02-20,0,,,,,,
1000.0,13.55,-74.5,2024-02-21,0,0.0,81.44836,1.5771813e-07,25.156553,-4.841287,-5.5213695
1000.0,13.55,-74.5,2024-02-22,0,,,,,,
1000.0,13.55,-74.5,2024-02-23,0,0.0,73.30492,3.9247243e-07,24.734812,-5.9993715,-3.5599709
1000.0,13.55,-74.5,2024-02-24,0,,,,,,
1000.0,13.55,-74.5,2024-02-25,0,0.0,82.7211,2.2557592e-07,25.139713,-8.240752,-2.5124784
1000.0,13.55,-74.5,2024-02-26,0,,,,,,
1000.0,13.55,-74.5,2024-02-27,0,0.0,77.86161,4.0347143e-08,25.548473,-10.2232065,-2.8119173
1000.0,13.55,-74.5,2024-02-28,0,,,,,,
1000.0,13.55,-74.5,2024-02-29,0,0.0,77.53564,2.1411725e-07,25.60007,-13.105455,-2.592517
1000.0,13.55,-74.5,2024-03-01,0,0.0,77.96636,5.1489053e-07,25.572409,-14.474692,-2.0697365
1000.0,13.55,-74.5,2024-03-02,0,0.0,79.309235,1.5038509e-07,25.45056,-12.174856,-2.4780917
1000.0,13.55,-74.5,2024-03-03,0,,,,,,
1000.0,13.55,-74.5,2024-03-04,0,0.0,77.79682,3.9430765e-07,25.442822,-11.58572,-2.3381565
1000.0,13.55,-74.5,2024-03-05,0,,,,,,
1000.0,13.55,-74.5,2024-03-06,0,0.0,77.49803,1.398425e-08,25.99429,-10.97437,-0.4587993
1000.0,13.55,-74.5,2024-03-07,0,,,,,,
1000.0,13.55,-74.5,2024-03-08,0,0.0,86.008804,8.8123295e-07,26.134275,-11.009969,-2.4076152
1000.0,13.55,-74.5,2024-03-09,0,,,,,,
1000.0,13.55,-74.5,2024-03-10,0,0.0,88.54837,2.558417e-07,26.01418,-11.471229,-1.0738044
1000.0,13.55,-74.5,2024-03-11,0,,,,,,
1000.0,13.55,-74.5,2024-03-12,0,0.0,79.146484,5.456115e-08,25.9752,-12.085456,-3.8315954
1000.0,13.55,-74.5,2024-03-13,0,,,,,,
1000.0,13.55,-74.5,2024-03-14,0,0.0,82.86546,1.5313506e-07,26.13214,-13.359384,-3.23096
1000.0,13.55,-74.5,2024-03-15,0,,,,,,
1000.0,13.55,-74.5,2024-03-16,0,0.0,81.92237,1.2975369e-07,26.0494,-12.5356865,-1.2141049
1000.0,13.55,-74.5,2024-03-17,0,0.0,77.13259,7.6112116e-08,26.201649,-13.28177,-1.2901922
1000.0,13.55,-74.5,2024-03-18,0,,,,,,
1000.0,13.55,-74.5,2024-03-19,0,0.0,87.3066,4.896733e-07,26.469444,-11.965031,-1.0897828
1000.0,13.55,-74.5,2024-03-20,0,,,,,,
1000.0,13.55,-74.5,2024-03-21,0,0.0,87.607956,9.545909e-07,25.919432,-9.209119,-3.6319237
1000.0,13.55,-74.5,2024-03-22,0,,,,,,
1000.0,13.55,-74.5,2024-03-23,0,0.0,79.01474,1.8339891e-08,26.005821,-11.933768,0.64896476
1000.0,13.55,-74.5,2024-03-24,0,,,,,,
1000.0,13.55,-74.5,2024-03-25,0,0.0,83.65272,3.622162e-08,25.710115,-4.085146,-0.86567026
1000.0,13.55,-74.5,2024-03-26,0,,,,,,
1000.0,13.55,-74.5,2024-03-27,0,0.0,75.71781,4.3419726e-07,26.077793,-4.5282454,-1.0131681
1000.0,13.55,-74.5,2024-03-28,0,,,,,,
1000.0,13.55,-74.5,2024-03-29,0,0.0,73.16464,8.705963e-09,25.555195,-2.6931903,-2.6820986
1000.0,13.55,-74.5,2024-03-30,0,,,,,,
1000.0,13.55,-74.5,2024-03-31,0,0.0,70.51141,2.6088674e-07,25.851583,-11.438587,-1.7268988
1000.0,13.55,-74.5,2024-04-01,0,,,,,,
1000.0,13.55,-74.5,2024-04-02,0,,,,,,
1000.0,13.55,-74.5,2024-04-03,0,,,,,,
1000.0,13.55,-74.5,2024-04-04,0,,,,,,
1000.0,13.55,-74.5,2024-04-05,0,,,,,,
1000.0,13.55,-74.5,2024-04-06,0,,,,,,
1000.0,13.55,-74.5,2024-04-07,0,,,,,,
1000.0,13.55,-74.5,2024-04-08,0,,,,,,
1000.0,13.55,-74.5,2024-04-09,0,,,,,,
1000.0,13.55,-74.5,2024-04-10,0,,,,,,
1000.0,13.55,-74.5,2024-04-11,0,,,,,,
1000.0,13.55,-74.5,2024-04-12,0,,,,,,
1000.0,13.55,-74.5,2024-04-13,0,,,,,,
1000.0,13.55,-74.5,2024-04-14,0,,,,,,
1000.0,13.55,-74.5,2024-04-15,0,,,,,,
1000.0,13.55,-74.5,2024-04-16,0,,,,,,
1000.0,13.55,-74.5,2024-04-17,0,,,,,,
1000.0,13.55,-74.5,2024-04-18,0,,,,,,
1000.0,13.55,-74.5,2024-04-19,0,,,,,,
1000.0,13.55,-74.5,2024-04-20,0,,,,,,
1000.0,13.55,-74.5,2024-04-21,0,,,,,,
1000.0,13.55,-74.5,2024-04-22,0,,,,,,
1000.0,13.55,-74.5,2024-04-23,0,,,,,,
1000.0,13.55,-74.5,2024-04-24,0,,,,,,
1000.0,13.55,-74.5,2024-04-25,0,,,,,,
1000.0,13.55,-74.5,2024-04-26,0,,,,,,
1000.0,13.55,-74.5,2024-04-27,0,,,,,,
1000.0,13.55,-74.5,2024-04-28,0,,,,,,
1000.0,13.55,-74.5,2024-04-29,0,,,,,,
1000.0,13.55,-74.5,2024-04-30,0,,,,,,
1000.0,13.55,-74.5,2024-05-01,0,,,,,,
1000.0,13.55,-74.5,2024-05-02,0,,,,,,
1000.0,13.55,-74.5,2024-05-03,0,,,,,,
1000.0,13.55,-74.5,2024-05-04,0,,,,,,
1000.0,13.55,-74.5,2024-05-05,0,,,,,,
1000.0,13.55,-74.5,2024-05-06,0,,,,,,
1000.0,13.55,-74.5,2024-05-07,0,,,,,,
1000.0,13.55,-74.5,2024-05-08,0,,,,,,
1000.0,13.55,-74.5,2024-05-09,0,,,,,,
1000.0,13.55,-74.5,2024-05-10,0,,,,,,
1000.0,13.55,-74.5,2024-05-11,0,,,,,,
1000.0,13.55,-74.5,2024-05-12,0,,,,,,
1000.0,13.55,-74.5,2024-05-13,0,,,,,,
1000.0,13.55,-74.5,2024-05-14,0,,,,,,
1000.0,13.55,-74.5,2024-05-15,0,,,,,,
1000.0,13.55,-74.5,2024-05-16,0,,,,,,
1000.0,13.55,-74.5,2024-05-17,0,,,,,,
1000.0,13.55,-74.5,2024-05-18,0,,,,,,
1000.0,13.55,-74.5,2024-05-19,0,,,,,,
1000.0,13.55,-74.5,2024-05-20,0,,,,,,
1000.0,13.55,-74.5,2024-05-21,0,,,,,,
1000.0,13.55,-74.5,2024-05-22,0,,,,,,
1000.0,13.55,-74.5,2024-05-23,0,,,,,,
1000.0,13.55,-74.5,2024-05-24,0,,,,,,
1000.0,13.55,-74.5,2024-05-25,0,,,,,,
1000.0,13.55,-74.5,2024-05-26,0,,,,,,
1000.0,13.55,-74.5,2024-05-27,0,,,,,,
1000.0,13.55,-74.5,2024-05-28,0,,,,,,
1000.0,13.55,-74.5,2024-05-29,0,,,,,,
1000.0,13.55,-74.5,2024-05-30,0,,,,,,
1000.0,13.55,-74.5,2024-05-31,0,,,,,,
1000.0,13.55,-74.5,2024-06-01,0,,,,,,
1000.0,13.55,-74.5,2024-06-02,0,,,,,,
1000.0,13.55,-74.5,2024-06-03,0,,,,,,
1000.0,13.55,-74.5,2024-06-04,0,,,,,,
1000.0,13.55,-74.5,2024-06-05,0,,,,,,
1000.0,13.55,-74.5,2024-06-06,0,,,,,,
1000.0,13.55,-74.5,2024-06-07,0,,,,,,
1000.0,13.55,-74.5,2024-06-08,0,,,,,,
1000.0,13.55,-74.5,2024-06-09,0,,,,,,
1000.0,13.55,-74.5,2024-06-10,0,,,,,,
1000.0,13.55,-74.5,2024-06-11,0,,,,,,
1000.0,13.55,-74.5,2024-06-12,0,,,,,,
1000.0,13.55,-74.5,2024-06-13,0,,,,,,
1000.0,13.55,-74.5,2024-06-14,0,,,,,,
1000.0,13.55,-74.5,2024-06-15,0,,,,,,
1000.0,13.55,-74.5,2024-06-16,0,,,,,,
1000.0,13.55,-74.5,2024-06-17,0,,,,,,
1000.0,13.55,-74.5,2024-06-18,0,,,,,,
1000.0,13.55,-74.5,2024-06-19,0,,,,,,
1000.0,13.55,-74.5,2024-06-20,0,,,,,,
1000.0,13.55,-74.5,2024-06-21,0,,,,,,
1000.0,13.55,-74.5,2024-06-22,0,,,,,,
1000.0,13.55,-74.5,2024-06-23,0,,,,,,
1000.0,13.55,-74.5,2024-06-24,0,,,,,,
1000.0,13.55,-74.5,2024-06-25,0,,,,,,
1000.0,13.55,-74.5,2024-06-26,0,,,,,,
1000.0,13.55,-74.5,2024-06-27,0,,,,,,
1000.0,13.55,-74.5,2024-06-28,0,,,,,,
1000.0,13.55,-74.5,2024-06-29,0,,,,,,
1000.0,13.55,-74.5,2024-06-30,0,,,,,,
1000.0,13.55,-74.5,2024-07-01,0,,,,,,
1000.0,13.55,-74.5,2024-07-02,0,,,,,,
1000.0,13.55,-74.5,2024-07-03,0,,,,,,
1000.0,13.55,-74.5,2024-07-04,0,,,,,,
1000.0,13.55,-74.5,2024-07-05,0,,,,,,
1000.0,13.55,-74.5,2024-07-06,0,,,,,,
1000.0,13.55,-74.5,2024-07-07,0,,,,,,
1000.0,13.55,-74.5,2024-07-08,0,,,,,,
1000.0,13.55,-74.5,2024-07-09,0,,,,,,
1000.0,13.55,-74.5,2024-07-10,0,,,,,,
1000.0,13.55,-74.5,2024-07-11,0,,,,,,
1000.0,13.55,-74.5,2024-07-12,0,,,,,,
1000.0,13.55,-74.5,2024-07-13,0,,,,,,
1000.0,13.55,-74.5,2024-07-14,0,,,,,,
1000.0,13.55,-74.5,2024-07-15,0,,,,,,
1000.0,13.55,-74.5,2024-07-16,0,,,,,,
1000.0,13.55,-74.5,2024-07-17,0,,,,,,
1000.0,13.55,-74.5,2024-07-18,0,,,,,,
1000.0,13.55,-74.5,2024-07-19,0,,,,,,
1000.0,13.55,-74.5,2024-07-20,0,,,,,,
1000.0,13.55,-74.5,2024-07-21,0,,,,,,
1000.0,13.55,-74.5,2024-07-22,0,,,,,,
1000.0,13.55,-74.5,2024-07-23,0,,,,,,
1000.0,13.55,-74.5,2024-07-24,0,,,,,,
1000.0,13.55,-74.5,2024-07-25,0,,,,,,
1000.0,13.55,-74.5,2024-07-26,0,,,,,,
1000.0,13.55,-74.5,2024-07-27,0,,,,,,
1000.0,13.55,-74.5,2024-07-28,0,,,,,,
1000.0,13.55,-74.5,2024-07-29,0,,,,,,
1000.0,13.55,-74.5,2024-07-30,0,,,,,,
1000.0,13.55,-74.5,2024-07-31,0,,,,,,
1000.0,13.55,-74.5,2024-08-01,0,,,,,,
1000.0,13.55,-74.5,2024-08-02,0,,,,,,
1000.0,13.55,-74.5,2024-08-03,0,,,,,,
1000.0,13.55,-74.5,2024-08-04,0,,,,,,
1000.0,13.55,-74.5,2024-08-05,0,,,,,,
1000.0,13.55,-74.5,2024-08-06,0,,,,,,
1000.0,13.55,-74.5,2024-08-07,0,,,,,,
1000.0,13.55,-74.5,2024-08-08,0,,,,,,
1000.0,13.55,-74.5,2024-08-09,0,,,,,,
1000.0,13.55,-74.5,2024-08-10,0,,,,,,
1000.0,13.55,-74.5,2024-08-11,0,,,,,,
1000.0,13.55,-74.5,2024-08-12,0,,,,,,
1000.0,13.55,-74.5,2024-08-13,0,,,,,,
1000.0,13.55,-74.5,2024-08-14,0,,,,,,
1000.0,13.55,-74.5,2024-08-15,0,,,,,,
1000.0,13.55,-74.5,2024-08-16,0,,,,,,
1000.0,13.55,-74.5,2024-08-17,0,,,,,,
1000.0,13.55,-74.5,2024-08-18,0,,,,,,
1000.0,13.55,-74.5,2024-08-19,0,,,,,,
1000.0,13.55,-74.5,2024-08-20,0,,,,,,
1000.0,13.55,-74.5,2024-08-21,0,,,,,,
1000.0,13.55,-74.5,2024-08-22,0,,,,,,
1000.0,13.55,-74.5,2024-08-23,0,,,,,,
1000.0,13.55,-74.5,2024-08-24,0,,,,,,
1000.0,13.55,-74.5,2024-08-25,0,,,,,,
1000.0,13.55,-74.5,2024-08-26,0,,,,,,
1000.0,13.55,-74.5,2024-08-27,0,,,,,,
1000.0,13.55,-74.5,2024-08-28,0,,,,,,
1000.0,13.55,-74.5,2024-08-29,0,,,,,,
1000.0,13.55,-74.5,2024-08-30,0,,,,,,
1000.0,13.55,-74.5,2024-08-31,0,,,,,,
1000.0,13.55,-74.5,2024-09-01,0,0.0,84.51591,1.1223998e-06,26.974592,-7.0365186,0.7154076
1000.0,13.55,-74.5,2024-09-02,0,0.0,83.56697,1.5226685e-06,26.93771,-6.637838,0.17377108
1000.0,13.55,-74.5,2024-09-03,0,,,,,,
1000.0,13.55,-74.5,2024-09-04,0,0.0,80.66345,2.7064839e-06,27.630276,-8.508611,1.0857345
1000.0,13.55,-74.5,2024-09-05,0,,,,,,
1000.0,13.55,-74.5,2024-09-06,0,0.0,77.54251,7.372634e-07,28.667461,-10.320739,-0.90306187
1000.0,13.55,-74.5,2024-09-07,0,,,,,,
1000.0,13.55,-74.5,2024-09-08,0,0.0,79.352325,8.5600993e-07,28.425093,-9.660578,-1.4537506
1000.0,13.55,-74.5,2024-09-09,0,,,,,,
1000.0,13.55,-74.5,2024-09-10,0,0.0,80.29455,2.077004e-07,28.619865,-7.840146,-2.6599326
1000.0,13.55,-74.5,2024-09-11,0,,,,,,
1000.0,13.55,-74.5,2024-09-12,0,0.0,77.95897,3.674851e-07,28.669712,-6.65025,-1.5413802
1000.0,13.55,-74.5,2024-09-13,0,,,,,,
1000.0,13.55,-74.5,2024-09-14,0,0.0,78.30026,1.3571676e-07,28.971895,-7.6792383,-1.7580634
1000.0,13.55,-74.5,2024-09-15,0,,,,,,
1000.0,13.55,-74.5,2024-09-16,0,0.0,80.76126,5.8045754e-07,29.219942,-11.904675,-1.6144933
1000.0,13.55,-74.5,2024-09-17,0,0.0,80.994125,6.2401875e-07,28.741825,-11.585006,-0.23611912
1000.0,13.55,-74.5,2024-09-18,0,,,,,,
1000.0,13.55,-74.5,2024-09-19,0,0.0,78.258575,7.711881e-07,29.20299,-9.831721,-1.6907833
1000.0,13.55,-74.5,2024-09-20,0,,,,,,
1000.0,13.55,-74.5,2024-09-21,0,0.0,84.623665,1.4126332e-06,27.414013,-6.1586003,0.14929724
1000.0,13.55,-74.5,2024-09-22,0,,,,,,
1000.0,13.55,-74.5,2024-09-23,0,0.0,80.29262,1.2668593e-06,27.976122,-5.0021152,3.013142
1000.0,13.55,-74.5,2024-09-24,0,,,,,,
1000.0,13.55,-74.5,2024-09-25,0,0.0,81.5133,2.8793852e-07,28.291748,-9.196154,2.0310187
1000.0,13.55,-74.5,2024-09-26,0,,,,,,
1000.0,13.55,-74.5,2024-09-27,0,0.0,75.939384,5.107668e-07,28.311464,-6.2288,-0.13777477
1000.0,13.55,-74.5,2024-09-28,0,,,,,,
1000.0,13.55,-74.5,2024-09-29,0,0.0,84.38586,2.2122254e-06,26.497349,-4.6174526,3.284289
1000.0,13.55,-74.5,2024-09-30,0,,,,,,
1000.0,13.55,-74.5,2024-10-01,0,0.0,77.37499,9.1195284e-07,27.904266,-4.120689,-0.7655426
1000.0,13.55,-74.5,2024-10-02,0,0.0,78.03609,2.6592585e-07,28.06446,-1.9832622,1.5479202
1000.0,13.55,-74.5,2024-10-03,0,,,,,,
1000.0,13.55,-74.5,2024-10-04,0,0.0,74.67791,3.2965684e-07,28.410276,-5.4872823,-2.931275
1000.0,13.55,-74.5,2024-10-05,0,,,,,,
1000.0,13.55,-74.5,2024-10-06,0,0.0,80.47507,3.6909094e-07,27.645561,-2.6775088,-0.26779366
1000.0,13.55,-74.5,2024-10-07,0,,,,,,
1000.0,13.55,-74.5,2024-10-08,0,0.0,77.60345,2.0494646e-07,27.777035,-1.1999195,2.3872519
1000.0,13.55,-74.5,2024-10-09,0,,,,,,
1000.0,13.55,-74.5,2024-10-10,0,0.0,82.20468,1.3305524e-06,27.777681,-4.7616735,0.3539999
1000.0,13.55,-74.5,2024-10-11,0,,,,,,
1000.0,13.55,-74.5,2024-10-12,0,0.0,79.474625,1.140746e-06,28.350374,-9.10152,0.10642938
1000.0,13.55,-74.5,2024-10-13,0,,,,,,
1000.0,13.55,-74.5,2024-10-14,0,0.0,80.306755,1.1875482e-07,28.58896,-11.436937,-0.7675639
1000.0,13.55,-74.5,2024-10-15,0,,,,,,
1000.0,13.55,-74.5,2024-10-16,0,0.0,86.74915,2.2814296e-05,25.9239,-6.0823703,2.0175111
1000.0,13.55,-74.5,2024-10-17,0,0.0,74.924515,2.274115e-07,28.694191,-9.968053,1.214607
1000.0,13.55,-74.5,2024-10-18,0,,,,,,
1000.0,13.55,-74.5,2024-10-19,0,0.0,81.75113,2.595078e-07,28.290117,-10.534048,-1.3132045
1000.0,13.55,-74.5,2024-10-20,0,,,,,,
1000.0,13.55,-74.5,2024-10-21,0,0.0,79.91316,8.899402e-07,27.959835,-4.2750025,-0.5941961
1000.0,13.55,-74.5,2024-10-22,0,,,,,,
1000.0,13.55,-74.5,2024-10-23,0,0.0,78.69294,7.9411745e-07,28.004982,-4.4791145,0.35735595
1000.0,13.55,-74.5,2024-10-24,0,,,,,,
1000.0,13.55,-74.5,2024-10-25,0,0.0,78.52917,6.3043376e-07,28.945507,-12.827093,-2.0972617
1000.0,13.55,-74.5,2024-10-26,0,,,,,,
1000.0,13.55,-74.5,2024-10-27,0,0.0,74.82614,1.1737687e-07,28.92374,-13.091349,-1.9092952
1000.0,13.55,-74.5,2024-10-28,0,,,,,,
1000.0,13.55,-74.5,2024-10-29,0,0.0,77.27802,4.818766e-07,28.808208,-10.436532,-0.7874795
1000.0,13.55,-74.5,2024-10-30,0,,,,,,
1000.0,13.55,-74.5,2024-10-31,0,0.0,81.97655,9.4266767e-07,27.578358,-6.6319675,1.2862798
1000.0,13.55,-74.5,2024-11-01,0,0.0,85.464806,3.5415653e-06,25.86601,-3.3777995,0.67199683
1000.0,13.55,-74.5,2024-11-02,0,0.0,83.44699,5.287075e-06,25.885674,1.585769,3.0775735
1000.0,13.55,-74.5,2024-11-03,0,,,,,,
1000.0,13.55,-74.5,2024-11-04,0,0.0,84.7585,3.5278008e-05,25.857187,1.0355854,1.9897276
1000.0,13.55,-74.5,2024-11-05,0,,,,,,
1000.0,13.55,-74.5,2024-11-06,0,0.0,80.46757,2.2351626e-06,27.56316,-7.5399394,-0.25081837
1000.0,13.55,-74.5,2024-11-07,0,,,,,,
1000.0,13.55,-74.5,2024-11-08,0,0.0,77.13929,9.463337e-07,27.408644,-3.9942515,-0.34370974
1000.0,13.55,-74.5,2024-11-09,0,,,,,,
1000.0,13.55,-74.5,2024-11-10,0,0.0,82.802246,2.243882e-06,26.157156,-0.76827693,2.6443658
1000.0,13.55,-74.5,2024-11-11,0,,,,,,
1000.0,13.55,-74.5,2024-11-12,0,0.0,82.97575,1.6745538e-05,25.840557,3.3882067,5.447794
1000.0,13.55,-74.5,2024-11-13,0,,,,,,
1000.0,13.55,-74.5,2024-11-14,0,0.0,70.46873,4.1493757e-07,27.517456,-0.16483596,2.6090086
1000.0,13.55,-74.5,2024-11-15,0,,,,,,
1000.0,13.55,-74.5,2024-11-16,0,0.0,77.33491,1.1417441e-07,27.180176,0.52810425,-0.1881801
1000.0,13.55,-74.5,2024-11-17,0,0.0,82.03191,1.1627585e-06,26.631132,-3.7362776,-1.6913188
1000.0,13.55,-74.5,2024-11-18,0,,,,,,
1000.0,13.55,-74.5,2024-11-19,0,0.0,86.29328,2.3873924e-06,26.562235,-7.9462914,-1.1384581
1000.0,13.55,-74.5,2024-11-20,0,,,,,,
1000.0,13.55,-74.5,2024-11-21,0,0.0,78.665115,1.5171629e-06,26.881046,-5.774528,-0.52352583
1000.0,13.55,-74.5,2024-11-22,0,,,,,,
1000.0,13.55,-74.5,2024-11-23,0,0.0,83.71574,2.3788975e-06,25.980701,-4.0265355,-1.0686989
1000.0,13.55,-74.5,2024-11-24,0,,,,,,
1000.0,13.55,-74.5,2024-11-25,0,0.0,84.92513,2.1068179e-06,27.25839,-9.649513,0.4886473
1000.0,13.55,-74.5,2024-11-26,0,,,,,,
1000.0,13.55,-74.5,2024-11-27,0,0.0,85.68275,9.287746e-06,26.239498,-4.2832007,-0.11881207
1000.0,13.55,-74.5,2024-11-28,0,,,,,,
1000.0,13.55,-74.5,2024-11-29,0,0.0,84.36093,1.2127033e-06,26.946157,-7.70956,0.65968215
1000.0,13.55,-74.5,2024-11-30,0,,,,,,
1000.0,13.55,-74.5,2024-12-01,0,0.0,78.83592,6.859154e-07,28.054863,-11.698643,-2.5508068
1000.0,13.55,-74.5,2024-12-02,0,0.0,81.33229,9.4404317e-07,27.724072,-10.90301,-3.564055
1000.0,13.55,-74.5,2024-12-03,0,,,,,,
1000.0,13.55,-74.5,2024-12-04,0,0.0,73.0748,5.460716e-07,27.902126,-11.419275,-3.5524826
1000.0,13.55,-74.5,2024-12-05,0,,,,,,
1000.0,13.55,-74.5,2024-12-06,0,0.0,69.17134,0.0,27.785673,-12.298156,-1.1361171
1000.0,13.55,-74.5,2024-12-07,0,,,,,,
1000.0,13.55,-74.5,2024-12-08,0,0.0,78.98274,1.5194493e-06,26.686096,-11.568538,-3.0562284
1000.0,13.55,-74.5,2024-12-09,0,,,,,,
1000.0,13.55,-74.5,2024-12-10,0,0.0,77.63431,4.956341e-07,27.230581,-13.986764,-1.760929
1000.0,13.55,-74.5,2024-12-11,0,,,,,,
1000.0,13.55,-74.5,2024-12-12,0,0.0,73.50977,2.5355033e-07,26.873192,-10.511793,-4.008701
1000.0,13.55,-74.5,2024-12-13,0,,,,,,
1000.0,13.55,-74.5,2024-12-14,0,0.0,75.22392,2.2846898e-06,25.838236,-7.5690365,-4.8698473
1000.0,13.55,-74.5,2024-12-15,0,,,,,,
1000.0,13.55,-74.5,2024-12-16,0,0.0,79.573,2.9068437e-07,26.379963,-7.377193,-0.68261963
1000.0,13.55,-74.5,2024-12-17,0,0.0,83.371666,1.2998448e-06,26.360023,-9.772447,-2.298983
1000.0,13.55,-74.5,2024-12-18,0,,,,,,
1000.0,13.55,-74.5,2024-12-19,0,0.0,77.43118,3.8651635e-07,27.599365,-11.456191,-1.7257807
1000.0,13.55,-74.5,2024-12-20,0,,,,,,
1000.0,13.55,-74.5,2024-12-21,0,0.0,86.16302,1.24527e-06,26.516933,-6.9098587,-2.8782995
1000.0,13.55,-74.5,2024-12-22,0,,,,,,
1000.0,13.55,-74.5,2024-12-23,0,0.0,83.79385,1.0733473e-06,26.709911,-9.18067,-2.8437884
1000.0,13.55,-74.5,2024-12-24,0,,,,,,
1000.0,13.55,-74.5,2024-12-25,0,0.0,74.94667,8.092435e-07,27.13575,-12.236345,-1.2992603
1000.0,13.55,-74.5,2024-12-26,0,,,,,,
1000.0,13.55,-74.5,2024-12-27,0,0.0,84.30063,9.747685e-07,26.235783,-9.574375,-0.84735113
1000.0,13.55,-74.5,2024-12-28,0,,,,,,
1000.0,13.55,-74.5,2024-12-29,0,0.0,75.72343,1.1645954e-07,26.696646,-9.943241,-0.2654586
1000.0,13.55,-74.5,2024-12-30,0,,,,,,
1000.0,13.55,-74.5,2024-12-31,0,0.0,73.381195,6.5519623e-07,26.367401,-9.136201,-3.5011625
1000.0,13.3,-75.5,2020-01-01,0,0.0,83.181885,1.8798836e-08,25.589598,-9.652212,-1.7835051
1000.0,13.3,-75.5,2020-01-02,0,0.0,81.512276,1.558748e-08,25.786966,-11.41274,-1.876209
1000.0,13.3,-75.5,2020-01-03,0,,,,,,
1000.0,13.3,-75.5,2020-01-04,0,0.0,86.40292,6.3274946e-08,25.443804,-11.157045,-1.8575475
1000.0,13.3,-75.5,2020-01-05,0,,,,,,
1000.0,13.3,-75.5,2020-01-06,0,0.0,77.77129,1.00878355e-08,25.370289,-5.871911,-6.0926504
1000.0,13.3,-75.5,2020-01-07,0,,,,,,
1000.0,13.3,-75.5,2020-01-08,0,0.0,88.02162,2.351637e-06,25.0491,-10.724003,-4.1370974
1000.0,13.3,-75.5,2020-01-09,0,,,,,,
1000.0,13.3,-75.5,2020-01-10,0,0.0,81.266464,6.767323e-07,25.555193,-16.463516,-3.619395
1000.0,13.3,-75.5,2020-01-11,0,,,,,,
1000.0,13.3,-75.5,2020-01-12,0,0.0,80.41434,1.0545241e-08,25.816465,-17.386852,-2.7735646
1000.0,13.3,-75.5,2020-01-13,0,,,,,,
1000.0,13.3,-75.5,2020-01-14,0,0.0,79.306274,2.663897e-07,25.335985,-17.174206,-4.3395433
1000.0,13.3,-75.5,2020-01-15,0,,,,,,
1000.0,13.3,-75.5,2020-01-16,0,0.0,84.207184,8.551017e-07,25.596214,-15.081977,-3.1919148
1000.0,13.3,-75.5,2020-01-17,0,0.0,86.17091,8.9957587e-07,25.475676,-15.535363,-6.00232
1000.0,13.3,-75.5,2020-01-18,0,,,,,,
1000.0,13.3,-75.5,2020-01-19,0,0.0,78.795616,7.6109174e-08,25.66877,-16.55474,-2.7380013
1000.0,13.3,-75.5,2020-01-20,0,,,,,,
1000.0,13.3,-75.5,2020-01-21,0,0.0,84.36856,1.5790664e-06,25.206583,-9.141074,-2.5437775
1000.0,13.3,-75.5,2020-01-22,0,,,,,,
1000.0,13.3,-75.5,2020-01-23,0,0.0,85.84284,8.963635e-07,24.572676,0.65933216,-4.4357686
1000.0,13.3,-75.5,2020-01-24,0,,,,,,
1000.0,13.3,-75.5,2020-01-25,0,0.0,81.13326,1.3213946e-06,24.63889,-2.59749,-4.2668934
1000.0,13.3,-75.5,2020-01-26,0,,,,,,
1000.0,13.3,-75.5,2020-01-27,0,0.0,82.240005,3.4066053e-07,24.900501,-6.035175,-2.0473866
1000.0,13.3,-75.5,2020-01-28,0,,,,,,
1000.0,13.3,-75.5,2020-01-29,0,0.0,85.49231,9.788993e-07,24.728554,-5.047803,-3.0318325
1000.0,13.3,-75.5,2020-01-30,0,,,,,,
1000.0,13.3,-75.5,2020-01-31,0,0.0,79.78227,9.628611e-09,25.605137,-10.544739,-3.3704305
1000.0,13.3,-75.5,2020-02-01,0,0.0,84.12031,4.3098953e-07,26.039347,-13.789255,-1.9585222
1000.0,13.3,-75.5,2020-02-02,0,0.0,82.540695,3.3653248e-07,25.7194,-10.802032,-4.9266148
1000.0,13.3,-75.5,2020-02-03,0,,,,,,
1000.0,13.3,-75.5,2020-02-04,0,0.0,78.055466,1.8293521e-07,25.715605,-14.215269,-2.3404899
1000.0,13.3,-75.5,2020-02-05,0,,,,,,
1000.0,13.3,-75.5,2020-02-06,0,0.0,71.60123,2.4300439e-08,25.670132,-14.969532,0.33983552
1000.0,13.3,-75.5,2020-02-07,0,,,,,,
1000.0,13.3,-75.5,2020-02-08,0,0.0,76.37261,6.052069e-08,25.430346,-14.067311,-1.9584829
1000.0,13.3,-75.5,2020-02-09,0,,,,,,
1000.0,13.3,-75.5,2020-02-10,0,0.0,84.133415,6.7902744e-07,25.22759,-14.261143,-3.1183217
1000.0,13.3,-75.5,2020-02-11,0,,,,,,
1000.0,13.3,-75.5,2020-02-12,0,0.0,79.626175,3.209425e-08,25.286068,-16.103456,-2.5753217
1000.0,13.3,-75.5,2020-02-13,0,,,,,,
1000.0,13.3,-75.5,2020-02-14,0,0.0,81.87763,6.414426e-07,25.192863,-15.075692,-2.5527906
1000.0,13.3,-75.5,2020-02-15,0,,,,,,
