valid_time,r,crwc,t,u,v,wind_speed,month,day_of_week,Temperature,Precipitation_mm,Relative_Humidity_%,Wind_Speed,Wind_Direction,Cloud_Cover_%
2022-03-04,0.2241787325985138,9.032346e-08,-1.1072507396111235,-0.0557559563641691,-1.461550188617915,1.462613305190113,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.6834729032077335,1.3938363e-07,-1.0982284212539566,-0.2372013377705947,-1.5328695274442097,1.5511136202120055,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.1670282105063893,5.135119e-08,-1.1894826186238223,0.2093735503767303,-1.663528102771167,1.6766523289897628,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.1995792644932876,4.35557e-08,-1.1157101699203802,-0.0722465254331179,-1.576374220383981,1.5780289107390784,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.1280600345296415,6.3272985e-08,-1.082055339917775,-0.0744856089041402,-1.6889860764676887,1.690627715505557,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.1499298985689922,5.4561706e-08,-1.0085302208111406,-0.1722876197499739,-2.060698434716182,2.067888068237939,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.2898663992003016,6.510765e-08,-1.060382254827263,-0.159527057138297,-1.8799961714389213,1.886752364934044,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.0529884155561697,3.667894e-08,-1.1831695543558425,0.1858707311076088,-1.4783107274251202,1.4899498432842178,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,-0.0169903447861424,1.650691e-08,-1.1357021718509728,0.083321463852444,-1.5136532934748697,1.515944840416641,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,-0.0455553960920223,9.490801e-08,-1.149539362550622,0.1084682389342459,-1.6632407870584205,1.6667739122605112,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.9780010856398788,2.6592225e-08,-1.1187548825431686,-0.33721868096095,-1.896160025398358,1.9259125838697209,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.2584264051742134,1.558874e-08,-1.2114106142949566,0.215826569507477,-1.7656196688392611,1.7787619073663086,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,-0.0041050521055338,3.85143e-08,-1.100559573775606,-0.0012892253147226,-1.6136227612191965,1.6136232762409497,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.2908741606134047,2.7510676e-08,-1.0242474954957306,-0.2895555680573008,-2.1813457502870386,2.2004798815913564,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.0578110163590244,4.722712e-08,-1.052953838316199,-0.0665098186856997,-1.824359673477188,1.8255716294332025,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.0055161265821047,3.667936e-08,-1.1050314066006757,0.0707047574955955,-1.919823036888588,1.9211245809943271,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,1.139418879610736,4.7685226e-08,-1.1987399474791094,-0.3805960650270431,-1.3361707056052263,1.389318364965942,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.5407947870515131,5.5027227e-09,-1.0316797024987003,-0.3592319267396453,-2.372520469396385,2.3995626590889274,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.467945287999653,1.2608689e-07,-1.083304307000514,-0.1104936661750552,-1.3804439137195683,1.3848589275410703,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.0313903107774997,6.006415e-08,-1.149993273956259,0.1416485626557513,-1.7701900697695274,1.7758483038855215,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.4414179807191907,7.244209e-08,-1.0868342025871585,-0.1529871304764908,-1.6836019353166078,1.6905385351104123,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.5305430067644935,3.2551934e-08,-1.0528372806901145,-0.2670891615809381,-1.9636078393524183,1.981689271051413,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,1.0757371266679203,4.4931976e-08,-1.18151121414735,-0.3746094316530374,-1.6611612425212978,1.702876654352368,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.7597276508962271,1.2196212e-07,-1.1484846581780217,-0.2489559861951328,-1.3481361470642186,1.370930397242525,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.4157464898950201,1.11875195e-07,-1.077809041361063,-0.1347689368537798,-1.510293221632483,1.5162942595847686,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.7847625343915011,8.252475e-09,-1.0467175315092956,-0.356045767099407,-2.1530455563765525,2.1822863597846696,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.6786953453762601,7.0149746e-08,-1.0521559397701683,-0.2423912288101666,-1.719812163757694,1.7368095423543204,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
2022-03-04,0.0315869984192129,4.5838533e-10,-1.1742239934597556,0.1749454828164426,-1.404394054555596,1.4152485938622177,3.0,4.0,0.2102454,0.0,78.38682,9.585739,55.71312,0.0
