valid_time,pressure_level,latitude,longitude,number,cc,r,crwc,t,u,v
2020-01-23,1000.0,13.05,-75.0,0.0,0.0,87.34065831428572,8.862214962857142e-07,24.503659714285714,0.26678283065714287,-3.1989672771428572
2020-01-24,1000.0,13.05,-75.0,0.0,0.0,87.34065831428572,8.862214962857142e-07,24.503659714285714,0.26678283065714287,-3.1989672771428572
2020-01-25,1000.0,13.05,-75.0,0.0,0.0,84.51375385714286,1.5273339897142856e-06,24.59472417142857,-3.7402196714285716,-3.728386388571429
2020-01-26,1000.0,13.05,-75.0,0.0,0.0,84.51375385714286,1.5273339897142856e-06,24.59472417142857,-3.7402196714285716,-3.728386388571429
2020-01-27,1000.0,13.05,-75.0,0.0,0.0,82.10503545714286,1.9517506831428573e-07,24.95253077142857,-6.320106314285714,-2.0645350257142856
2020-01-28,1000.0,13.05,-75.0,0.0,0.0,82.10503545714286,1.9517506831428573e-07,24.95253077142857,-6.320106314285714,-2.0645350257142856
2020-01-29,1000.0,13.05,-75.0,0.0,0.0,84.13398242857143,8.680111980000001e-07,25.096582857142856,-5.722663691428572,-2.5965114885714287
2020-01-30,1000.0,13.05,-75.0,0.0,0.0,84.13398242857143,8.680111980000001e-07,25.096582857142856,-5.722663691428572,-2.5965114885714287
2020-01-31,1000.0,13.05,-75.0,0.0,0.0,79.90305445714286,4.929481015142857e-08,25.637971028571428,-10.963047485714286,-3.0095177285714283
2020-02-01,1000.0,13.05,-75.0,0.0,0.0,84.12611199999999,4.008321055142857e-07,25.97461105714286,-14.118535985714285,-1.9315663857142855
2020-02-02,1000.0,13.05,-75.0,0.0,0.0,82.47405628571428,1.6826846237142857e-07,25.687832485714285,-11.715361257142858,-4.263134825714286
2020-02-03,1000.0,13.05,-75.0,0.0,0.0,82.47405628571428,1.6826846237142857e-07,25.687832485714285,-11.715361257142858,-4.263134825714286
2020-02-04,1000.0,13.05,-75.0,0.0,0.0,78.55287820000001,1.8962055574057144e-07,25.560334685714285,-14.615171628571428,-2.3142855371428572
2020-02-05,1000.0,13.05,-75.0,0.0,0.0,78.55287820000001,1.8962055574057144e-07,25.560334685714285,-14.615171628571428,-2.3142855371428572
2020-02-06,1000.0,13.05,-75.0,0.0,0.0,72.84702482857142,9.222347367142857e-09,25.499354685714284,-15.38869317142857,0.41121085614285713
2020-02-07,1000.0,13.05,-75.0,0.0,0.0,72.84702482857142,9.222347367142857e-09,25.499354685714284,-15.38869317142857,0.41121085614285713
